Transaction ID,Date,Month Year,Account Number,Transaction Type,Amount,Source System,Reconciliation Status,Discrepancy Reason,Currency,Branch Code,Processed By,Approval Status,Comments,Transaction Mode,Last Modified
TXN011608,2/28/2024,Feb 2024,ACC000008,Payment,5515.42,CRM,Adjusted,None,NGN,BRC008,User_38,Pending,Incorrect amount,Wire Transfer,2/28/2024
TXN011609,3/8/2024,Mar 2024,ACC000056,Deposit,8671.46,Unknown,Matched,None,NGN,BRC014,User_7,Pending,Duplicate entry,Wire Transfer,3/8/2024
TXN011610,2/28/2024,Feb 2024,ACC000396,Invoice,2932.49,Payroll,Matched,None,CAD,BRC017,User_26,Rejected,No Comments,Online,2/28/2024
TXN011611,1/3/2024,Jan 2024,ACC000279,Unknown,2382.47,CRM,Matched,None,EUR,BRC009,User_31,Pending,Needs review,Manual Entry,1/3/2024
TXN011612,3/27/2024,Mar 2024,ACC000350,Transfer,-426.23,General Ledger,Adjusted,Incorrect Amount,USD,BRC009,User_6,Pending,Confirmed,POS,3/27/2024
TXN011613,3/6/2024,Mar 2024,ACC000076,Payment,2945.06,ERP,Pending,Duplicate,NGN,BRC013,User_10,Rejected,Confirmed,Wire Transfer,3/6/2024
TXN011614,3/20/2024,Mar 2024,ACC000243,Transfer,5223.58,Payroll,Matched,None,GBP,BRC010,User_6,Approved,Urgent,POS,3/20/2024
TXN011615,1/27/2024,Jan 2024,ACC000332,Deposit,7461.66,General Ledger,Mismatched,Missing,NGN,BRC007,User_35,Pending,Duplicate entry,Manual Entry,1/27/2024
TXN011616,2/10/2024,Feb 2024,ACC000160,Withdrawal,13035.04,Bank,Adjusted,Incorrect Amount,Unknown,BRC002,User_44,Pending,No Comments,ATM,2/10/2024
TXN011617,3/18/2024,Mar 2024,ACC000487,Transfer,5428.75,General Ledger,Adjusted,Duplicate,NGN,BRC013,User_46,Pending,Needs review,ATM,3/18/2024
TXN011618,1/4/2024,Jan 2024,ACC000225,Transfer,-1917.93,Payroll,Pending,Missing,NGN,BRC001,User_22,Pending,Confirmed,Manual Entry,1/4/2024
TXN011619,1/20/2024,Jan 2024,ACC000201,Unknown,9845.48,Bank,Matched,None,USD,BRC011,User_15,Rejected,No Comments,POS,1/20/2024
TXN011620,3/11/2024,Mar 2024,ACC000398,Deposit,10736.72,Bank,Matched,None,GBP,BRC002,User_5,Approved,Incorrect amount,Online,3/11/2024
TXN011621,3/2/2024,Mar 2024,ACC000208,Payment,4780.17,General Ledger,Matched,None,NGN,BRC004,User_29,Rejected,No Comments,Online,3/2/2024
TXN011622,2/22/2024,Feb 2024,ACC000291,Invoice,12534.1,CRM,Pending,None,USD,BRC001,User_17,Rejected,Duplicate entry,Online,
TXN011623,1/23/2024,Jan 2024,ACC000411,Invoice,11894.22,Bank,Matched,None,GBP,BRC019,User_1,Rejected,Urgent,Wire Transfer,1/23/2024
TXN011624,1/25/2024,Jan 2024,ACC000135,Unknown,6908.43,Bank,Matched,None,USD,BRC010,User_41,Pending,Confirmed,Online,1/25/2024
TXN011625,3/19/2024,Mar 2024,ACC000187,Transfer,-4834.87,Payroll,Pending,Duplicate,GBP,BRC004,User_42,Rejected,No Comments,Wire Transfer,3/19/2024
TXN011626,2/18/2024,Feb 2024,ACC000033,Payment,9194.2,CRM,Pending,Missing,NGN,BRC008,User_31,Approved,Incorrect amount,Manual Entry,2/18/2024
TXN011627,2/29/2024,Feb 2024,ACC000426,Deposit,-353.62,Unknown,Matched,None,GBP,BRC008,User_31,Approved,No Comments,ATM,2/29/2024
TXN011628,1/24/2024,Jan 2024,ACC000277,Transfer,5711.67,Payroll,Pending,Incorrect Amount,USD,BRC014,User_27,Pending,Confirmed,POS,1/24/2024
TXN011629,3/2/2024,Mar 2024,ACC000009,Withdrawal,2985.8,ERP,Matched,None,EUR,BRC004,User_34,Approved,Duplicate entry,POS,3/2/2024
TXN011630,3/4/2024,Mar 2024,ACC000396,Deposit,9063,CRM,Mismatched,Incorrect Amount,Unknown,Unknown,User_43,Approved,Urgent,Wire Transfer,3/4/2024
TXN011631,1/23/2024,Jan 2024,ACC000486,Payment,12613.91,General Ledger,Mismatched,Missing,CAD,BRC010,User_5,Rejected,Needs review,Manual Entry,1/23/2024
TXN011632,2/7/2024,Feb 2024,ACC000199,Invoice,12544.13,Payroll,Adjusted,None,EUR,BRC014,User_8,Pending,No Comments,Manual Entry,2/7/2024
TXN011633,3/26/2024,Mar 2024,ACC000216,Withdrawal,13113.52,Payroll,Mismatched,Missing,EUR,BRC011,User_43,Rejected,Confirmed,Manual Entry,3/26/2024
TXN011634,3/25/2024,Mar 2024,ACC000443,Transfer,6133,Unknown,Adjusted,Duplicate,NGN,BRC007,User_4,Approved,Confirmed,Manual Entry,3/25/2024
TXN011635,3/7/2024,Mar 2024,ACC000422,Withdrawal,4930.7,Bank,Mismatched,Duplicate,CAD,BRC020,User_12,Approved,Needs review,POS,3/7/2024
TXN011636,1/17/2024,Jan 2024,ACC000427,Withdrawal,13045.2,Bank,Adjusted,Duplicate,EUR,BRC001,User_31,Pending,Incorrect amount,ATM,
TXN011637,2/23/2024,Feb 2024,ACC000006,Transfer,12041.75,CRM,Matched,None,GBP,BRC009,User_12,Rejected,No Comments,Manual Entry,2/23/2024
TXN011638,2/8/2024,Feb 2024,ACC000203,Transfer,5428.73,CRM,Pending,Incorrect Amount,GBP,BRC019,User_5,Rejected,Incorrect amount,ATM,2/8/2024
TXN011639,2/14/2024,Feb 2024,ACC000437,Payment,10788.17,CRM,Mismatched,Duplicate,NGN,BRC013,User_40,Approved,No Comments,POS,2/14/2024
TXN011640,2/4/2024,Feb 2024,ACC000085,Transfer,2524.74,General Ledger,Mismatched,None,CAD,BRC007,User_11,Approved,Incorrect amount,Online,2/4/2024
TXN011641,2/23/2024,Feb 2024,ACC000061,Invoice,-2693.82,General Ledger,Matched,None,USD,BRC016,User_17,Approved,Urgent,POS,2/23/2024
TXN011642,2/25/2024,Feb 2024,ACC000429,Invoice,10851.15,General Ledger,Pending,Duplicate,Unknown,BRC013,User_38,Approved,Needs review,Manual Entry,2/25/2024
TXN011643,3/27/2024,Mar 2024,ACC000260,Transfer,5522.8,Payroll,Mismatched,Incorrect Amount,GBP,BRC017,User_15,Pending,Duplicate entry,Wire Transfer,3/27/2024
TXN011644,2/27/2024,Feb 2024,ACC000454,Deposit,-431.38,Payroll,Matched,None,NGN,BRC011,User_26,Approved,Duplicate entry,ATM,2/27/2024
TXN011645,2/1/2024,Feb 2024,ACC000328,Withdrawal,11126.24,CRM,Adjusted,None,Unknown,BRC003,User_40,Approved,Incorrect amount,POS,2/1/2024
TXN011646,2/5/2024,Feb 2024,ACC000003,Payment,12174.6,General Ledger,Mismatched,Incorrect Amount,GBP,BRC017,User_45,Approved,Needs review,ATM,2/5/2024
TXN011647,1/14/2024,Jan 2024,ACC000226,Deposit,14260.39,General Ledger,Pending,None,NGN,BRC013,User_29,Approved,Incorrect amount,Manual Entry,1/14/2024
TXN011648,2/18/2024,Feb 2024,ACC000160,Payment,7868.75,Payroll,Adjusted,None,USD,BRC004,User_38,Rejected,Urgent,Online,2/18/2024
TXN011649,3/1/2024,Mar 2024,ACC000173,Invoice,8536.8,General Ledger,Adjusted,Missing,USD,BRC005,User_20,Rejected,Incorrect amount,Online,3/1/2024
TXN011650,1/23/2024,Jan 2024,,Invoice,14277.22,Payroll,Pending,Incorrect Amount,NGN,BRC003,User_34,Pending,Incorrect amount,Manual Entry,1/23/2024
TXN011651,1/5/2024,Jan 2024,ACC000178,Transfer,-3099.76,Bank,Pending,Missing,USD,BRC002,User_2,Rejected,No Comments,ATM,1/5/2024
TXN011652,3/22/2024,Mar 2024,ACC000243,Withdrawal,2876.17,Bank,Matched,None,USD,BRC005,User_38,Rejected,Urgent,Unknown,3/22/2024
TXN011653,1/8/2024,Jan 2024,ACC000416,Payment,-4159.64,Bank,Adjusted,Incorrect Amount,NGN,BRC004,User_7,Approved,Duplicate entry,POS,1/8/2024
TXN011654,1/13/2024,Jan 2024,ACC000078,Deposit,2628.53,Unknown,Mismatched,Missing,Unknown,BRC004,User_16,Pending,No Comments,Wire Transfer,1/13/2024
TXN011655,3/13/2024,Mar 2024,ACC000499,Withdrawal,8255.19,Bank,Adjusted,Duplicate,CAD,BRC012,User_14,Approved,No Comments,Wire Transfer,3/13/2024
TXN011656,1/22/2024,Jan 2024,ACC000030,Transfer,12627.68,Payroll,Adjusted,Incorrect Amount,GBP,BRC008,User_46,Pending,Needs review,Manual Entry,1/22/2024
TXN011657,3/14/2024,Mar 2024,ACC000421,Deposit,5684.92,General Ledger,Adjusted,Missing,EUR,BRC001,User_50,Rejected,Needs review,POS,3/14/2024
TXN011658,1/13/2024,Jan 2024,ACC000105,Payment,9926.21,Payroll,Matched,None,GBP,BRC018,User_34,Approved,Needs review,Online,1/13/2024
TXN011659,2/24/2024,Feb 2024,ACC000491,Transfer,10112.68,CRM,Matched,None,NGN,BRC007,User_19,Approved,Needs review,Wire Transfer,2/24/2024
TXN011660,2/5/2024,Feb 2024,ACC000075,Transfer,11500.24,Payroll,Pending,Duplicate,EUR,BRC007,User_34,Pending,No Comments,POS,2/5/2024
TXN011661,1/7/2024,Jan 2024,ACC000286,Invoice,9010.45,General Ledger,Adjusted,Duplicate,GBP,BRC001,User_46,Pending,Urgent,Manual Entry,1/7/2024
TXN011662,3/20/2024,Mar 2024,ACC000157,Payment,10319.43,CRM,Adjusted,Missing,USD,BRC006,User_36,Approved,Needs review,POS,3/20/2024
TXN011663,2/25/2024,Feb 2024,ACC000453,Deposit,9029.25,Payroll,Adjusted,Missing,EUR,BRC003,User_28,Rejected,Incorrect amount,Manual Entry,2/25/2024
TXN011664,2/28/2024,Feb 2024,ACC000446,Deposit,-2723.77,General Ledger,Pending,Missing,EUR,BRC014,User_4,Approved,Urgent,POS,2/28/2024
TXN011665,3/7/2024,Mar 2024,ACC000442,Deposit,8764.65,Payroll,Adjusted,Duplicate,CAD,BRC002,User_13,Rejected,No Comments,ATM,3/7/2024
TXN011666,3/19/2024,Mar 2024,ACC000456,Invoice,6460.19,ERP,Matched,None,CAD,BRC011,User_49,Pending,Confirmed,POS,3/19/2024
TXN011667,1/4/2024,Jan 2024,ACC000175,Payment,-2833.19,Bank,Matched,None,NGN,BRC013,User_43,Approved,No Comments,Wire Transfer,1/4/2024
TXN011668,2/25/2024,Feb 2024,ACC000040,Transfer,14588.42,General Ledger,Adjusted,Incorrect Amount,NGN,BRC013,User_48,Rejected,Needs review,Wire Transfer,2/25/2024
TXN011669,2/21/2024,Feb 2024,ACC000448,Withdrawal,-2979.35,ERP,Pending,Missing,USD,BRC019,User_43,Approved,Duplicate entry,POS,2/21/2024
TXN011670,2/27/2024,Feb 2024,ACC000090,Withdrawal,2205.35,Unknown,Pending,None,GBP,BRC001,User_44,Approved,Incorrect amount,Wire Transfer,2/27/2024
TXN011671,3/24/2024,Mar 2024,ACC000463,Transfer,10272.63,General Ledger,Adjusted,Missing,USD,BRC019,User_29,Rejected,Duplicate entry,POS,3/24/2024
TXN011672,3/3/2024,Mar 2024,ACC000118,Deposit,8984.31,Bank,Matched,None,USD,BRC011,User_5,Pending,No Comments,ATM,3/3/2024
TXN011673,2/3/2024,Feb 2024,ACC000029,Transfer,771.45,Payroll,Mismatched,Duplicate,USD,BRC006,User_36,Rejected,Duplicate entry,Manual Entry,2/3/2024
TXN011674,1/12/2024,Jan 2024,ACC000357,Deposit,5941.02,General Ledger,Pending,Duplicate,CAD,BRC015,User_8,Approved,Needs review,ATM,1/12/2024
TXN011675,3/19/2024,Mar 2024,ACC000451,Invoice,-4434.69,ERP,Pending,Duplicate,NGN,BRC005,User_6,Rejected,No Comments,Manual Entry,3/19/2024
TXN011676,3/18/2024,Mar 2024,ACC000268,Deposit,1462.31,ERP,Matched,None,CAD,BRC020,User_36,Pending,Duplicate entry,POS,3/18/2024
TXN011677,3/23/2024,Mar 2024,ACC000216,Unknown,4763.38,General Ledger,Matched,None,CAD,BRC004,User_26,Rejected,Incorrect amount,Wire Transfer,3/23/2024
TXN011678,2/19/2024,Feb 2024,ACC000053,Payment,-4060.21,Bank,Adjusted,None,GBP,BRC004,User_2,Approved,Urgent,Online,
TXN011679,3/19/2024,Mar 2024,ACC000089,Withdrawal,-4647.87,CRM,Pending,Duplicate,Unknown,Unknown,User_24,Rejected,Duplicate entry,POS,3/19/2024
TXN011680,3/18/2024,Mar 2024,ACC000454,Transfer,9941.84,CRM,Mismatched,Missing,EUR,BRC005,User_17,Rejected,Needs review,Manual Entry,3/18/2024
TXN011681,2/18/2024,Feb 2024,ACC000342,Withdrawal,637.2,General Ledger,Pending,None,NGN,BRC004,User_50,Rejected,Confirmed,ATM,2/18/2024
TXN011682,1/8/2024,Jan 2024,ACC000015,Unknown,12072.76,General Ledger,Mismatched,None,USD,BRC006,User_14,Pending,Needs review,ATM,1/8/2024
TXN011683,2/17/2024,Feb 2024,ACC000034,Invoice,-2829.49,Bank,Pending,None,USD,BRC006,User_26,Unknown,No Comments,POS,2/17/2024
TXN011684,3/15/2024,Mar 2024,ACC000351,Withdrawal,-987.61,CRM,Pending,Missing,NGN,BRC017,User_43,Rejected,Incorrect amount,ATM,3/15/2024
TXN011685,1/23/2024,Jan 2024,ACC000278,Withdrawal,12037.11,Bank,Pending,None,USD,Unknown,User_36,Approved,Incorrect amount,Manual Entry,
TXN011686,2/15/2024,Feb 2024,ACC000317,Payment,-1118.87,General Ledger,Mismatched,Duplicate,GBP,BRC015,User_50,Approved,Duplicate entry,ATM,2/15/2024
TXN011687,1/1/2024,Jan 2024,ACC000139,Unknown,-3824.87,ERP,Adjusted,Missing,USD,BRC020,User_22,Pending,No Comments,POS,1/1/2024
TXN011688,2/19/2024,Feb 2024,ACC000006,Payment,3803.26,ERP,Pending,Duplicate,NGN,BRC017,User_5,Pending,Urgent,Manual Entry,2/19/2024
TXN011689,1/22/2024,Jan 2024,ACC000261,Transfer,7930.32,Bank,Adjusted,Incorrect Amount,GBP,BRC002,User_47,Rejected,Incorrect amount,Manual Entry,1/22/2024
TXN011690,3/9/2024,Mar 2024,ACC000500,Invoice,11094.36,CRM,Matched,None,USD,BRC007,System,Pending,Urgent,Manual Entry,3/9/2024
TXN011691,3/7/2024,Mar 2024,ACC000199,Deposit,4873.09,Payroll,Adjusted,Missing,NGN,BRC002,User_2,Pending,Duplicate entry,ATM,3/7/2024
TXN011692,1/27/2024,Jan 2024,ACC000277,Deposit,13509.67,CRM,Matched,None,NGN,BRC015,User_25,Rejected,Urgent,Manual Entry,1/27/2024
TXN011693,3/1/2024,Mar 2024,ACC000407,Payment,7102.05,Payroll,Mismatched,Incorrect Amount,CAD,BRC014,User_5,Rejected,Confirmed,ATM,3/1/2024
TXN011694,3/1/2024,Mar 2024,ACC000336,Deposit,12710.66,CRM,Pending,Incorrect Amount,CAD,BRC003,User_13,Rejected,Urgent,POS,3/1/2024
TXN011695,3/22/2024,Mar 2024,ACC000439,Payment,1265.8,General Ledger,Pending,Duplicate,GBP,BRC010,User_20,Rejected,No Comments,Manual Entry,3/22/2024
TXN011696,1/30/2024,Jan 2024,ACC000214,Unknown,13156.12,CRM,Adjusted,Incorrect Amount,CAD,BRC016,User_14,Rejected,Duplicate entry,Wire Transfer,1/30/2024
TXN011697,2/10/2024,Feb 2024,ACC000442,Payment,4528.5,Payroll,Mismatched,Duplicate,EUR,BRC020,User_42,Rejected,No Comments,Online,2/10/2024
TXN011698,1/15/2024,Jan 2024,ACC000180,Invoice,2254.73,CRM,Mismatched,Duplicate,Unknown,BRC013,User_36,Pending,No Comments,Manual Entry,1/15/2024
TXN011699,4/1/2024,Apr 2024,ACC000369,Withdrawal,-1040.49,Unknown,Pending,Incorrect Amount,USD,BRC015,User_17,Approved,Duplicate entry,Online,
TXN011700,1/5/2024,Jan 2024,ACC000135,Payment,12609.72,Payroll,Adjusted,Missing,NGN,BRC017,User_49,Rejected,Duplicate entry,Manual Entry,1/5/2024
TXN011701,2/25/2024,Feb 2024,ACC000196,Invoice,4054.88,General Ledger,Mismatched,Missing,NGN,BRC020,User_49,Approved,Needs review,Wire Transfer,2/25/2024
TXN011702,2/3/2024,Feb 2024,ACC000186,Deposit,14150.6,CRM,Adjusted,Duplicate,GBP,BRC018,User_35,Pending,Incorrect amount,Manual Entry,2/3/2024
TXN011703,3/25/2024,Mar 2024,ACC000439,Invoice,1012.44,Bank,Adjusted,None,GBP,BRC015,User_3,Pending,Duplicate entry,Online,3/25/2024
TXN011704,2/16/2024,Feb 2024,ACC000114,Withdrawal,5644.22,Bank,Adjusted,Missing,USD,Unknown,User_22,Approved,Needs review,Wire Transfer,2/16/2024
TXN011705,2/17/2024,Feb 2024,ACC000444,Deposit,-3861.5,General Ledger,Mismatched,Incorrect Amount,NGN,BRC014,User_50,Approved,No Comments,ATM,2/17/2024
TXN011706,3/30/2024,Mar 2024,ACC000408,Transfer,474.27,ERP,Pending,None,NGN,BRC008,User_12,Rejected,No Comments,Online,
TXN011707,1/2/2024,Jan 2024,ACC000276,Deposit,10039.42,Bank,Matched,None,CAD,BRC008,User_1,Pending,No Comments,POS,1/2/2024
TXN011708,2/19/2024,Feb 2024,ACC000050,Withdrawal,2574.89,ERP,Mismatched,Duplicate,GBP,BRC017,User_44,Rejected,Urgent,ATM,2/19/2024
TXN011709,2/8/2024,Feb 2024,ACC000289,Deposit,13454.27,CRM,Pending,Duplicate,CAD,BRC019,User_22,Approved,No Comments,Manual Entry,2/8/2024
TXN011710,2/25/2024,Feb 2024,ACC000130,Invoice,7924.64,ERP,Pending,Missing,CAD,BRC012,User_11,Pending,No Comments,Online,2/25/2024
TXN011711,1/3/2024,Jan 2024,ACC000334,Withdrawal,9388.51,Bank,Pending,Missing,GBP,BRC018,User_10,Pending,Confirmed,ATM,1/3/2024
TXN011712,3/24/2024,Mar 2024,ACC000316,Deposit,153.64,General Ledger,Adjusted,None,NGN,BRC006,User_37,Approved,Incorrect amount,POS,3/24/2024
TXN011713,1/28/2024,Jan 2024,ACC000015,Deposit,4949.28,Payroll,Adjusted,None,NGN,BRC016,User_32,Rejected,Confirmed,ATM,1/28/2024
TXN011714,2/22/2024,Feb 2024,ACC000475,Transfer,3198.58,General Ledger,Adjusted,None,CAD,BRC013,User_2,Approved,Needs review,POS,2/22/2024
TXN011715,3/8/2024,Mar 2024,ACC000180,Deposit,2199.02,Bank,Matched,None,NGN,BRC002,User_4,Approved,Duplicate entry,ATM,3/8/2024
TXN011716,1/12/2024,Jan 2024,ACC000035,Transfer,6861.18,CRM,Pending,None,EUR,BRC020,User_4,Rejected,Duplicate entry,Manual Entry,1/12/2024
TXN011717,2/3/2024,Feb 2024,ACC000430,Invoice,2498.25,General Ledger,Matched,None,USD,BRC009,User_29,Rejected,No Comments,Manual Entry,2/3/2024
TXN011718,1/5/2024,Jan 2024,ACC000259,Deposit,642.44,CRM,Pending,Duplicate,NGN,BRC014,User_30,Rejected,No Comments,Wire Transfer,1/5/2024
TXN011719,3/5/2024,Mar 2024,ACC000253,Payment,5840.43,Payroll,Adjusted,Duplicate,NGN,BRC008,User_43,Pending,No Comments,Online,3/5/2024
TXN011720,1/25/2024,Jan 2024,,Unknown,11375.77,General Ledger,Adjusted,Incorrect Amount,NGN,BRC007,User_9,Rejected,Urgent,POS,1/25/2024
TXN011721,1/5/2024,Jan 2024,ACC000371,Invoice,6994.66,Unknown,Adjusted,Duplicate,GBP,BRC016,User_32,Approved,Needs review,ATM,1/5/2024
TXN011722,3/11/2024,Mar 2024,ACC000398,Deposit,10400.59,Payroll,Mismatched,Incorrect Amount,EUR,BRC014,User_19,Pending,Urgent,Wire Transfer,3/11/2024
TXN011723,3/26/2024,Mar 2024,ACC000035,Invoice,7171.23,CRM,Mismatched,Missing,CAD,BRC017,User_34,Approved,Needs review,Wire Transfer,3/26/2024
TXN011724,3/2/2024,Mar 2024,ACC000158,Withdrawal,-3815.14,Bank,Pending,None,EUR,BRC003,User_39,Unknown,Confirmed,POS,3/2/2024
TXN011725,3/30/2024,Mar 2024,ACC000220,Invoice,839.64,Unknown,Adjusted,Missing,Unknown,BRC001,User_29,Rejected,Incorrect amount,Online,3/30/2024
TXN011726,2/19/2024,Feb 2024,ACC000265,Payment,5254.05,CRM,Adjusted,Duplicate,EUR,BRC017,User_43,Rejected,No Comments,Online,2/19/2024
TXN011727,1/11/2024,Jan 2024,ACC000086,Deposit,6120.08,Payroll,Mismatched,None,NGN,BRC011,User_3,Approved,Incorrect amount,Online,1/11/2024
TXN011728,3/6/2024,Mar 2024,ACC000229,Transfer,2423.32,General Ledger,Adjusted,Duplicate,EUR,BRC005,User_39,Approved,No Comments,Online,3/6/2024
TXN011729,2/10/2024,Feb 2024,ACC000484,Payment,14137.44,Payroll,Mismatched,None,EUR,BRC009,User_44,Rejected,Needs review,Wire Transfer,2/10/2024
TXN011730,1/1/2024,Jan 2024,ACC000347,Transfer,557.7,Bank,Pending,None,GBP,BRC008,User_13,Rejected,Needs review,Wire Transfer,1/1/2024
TXN011731,3/6/2024,Mar 2024,ACC000221,Invoice,4738.16,Bank,Matched,None,NGN,BRC015,User_38,Pending,Needs review,ATM,3/6/2024
TXN011732,2/6/2024,Feb 2024,ACC000036,Payment,1632.47,General Ledger,Pending,Duplicate,EUR,BRC019,User_37,Rejected,No Comments,Manual Entry,2/6/2024
TXN011733,3/11/2024,Mar 2024,ACC000048,Deposit,6026.27,Bank,Pending,Incorrect Amount,CAD,BRC004,User_21,Rejected,Incorrect amount,Online,3/11/2024
TXN011734,2/2/2024,Feb 2024,ACC000212,Payment,1319.72,Bank,Adjusted,Incorrect Amount,EUR,BRC006,User_28,Approved,Confirmed,Online,2/2/2024
TXN011735,2/7/2024,Feb 2024,ACC000078,Invoice,2316.24,Payroll,Mismatched,None,GBP,BRC016,User_6,Rejected,Duplicate entry,Manual Entry,2/7/2024
TXN011736,3/15/2024,Mar 2024,ACC000197,Transfer,-2159.26,Bank,Mismatched,Incorrect Amount,NGN,BRC012,User_45,Pending,Confirmed,POS,3/15/2024
TXN011737,1/26/2024,Jan 2024,ACC000108,Invoice,-1538.64,Payroll,Adjusted,Missing,GBP,BRC009,User_17,Unknown,No Comments,Manual Entry,1/26/2024
TXN011738,1/24/2024,Jan 2024,ACC000354,Withdrawal,13897.82,General Ledger,Mismatched,Missing,USD,BRC005,User_40,Approved,Incorrect amount,Online,1/24/2024
TXN011739,2/10/2024,Feb 2024,ACC000169,Withdrawal,6954.86,Bank,Pending,Missing,NGN,BRC014,User_39,Approved,No Comments,Wire Transfer,2/10/2024
TXN011740,1/9/2024,Jan 2024,ACC000417,Unknown,2045.43,Payroll,Mismatched,Incorrect Amount,GBP,BRC009,User_30,Pending,Incorrect amount,Wire Transfer,1/9/2024
TXN011741,3/25/2024,Mar 2024,ACC000026,Deposit,-4112.79,Payroll,Mismatched,Duplicate,CAD,BRC014,User_16,Rejected,Incorrect amount,Manual Entry,3/25/2024
TXN011742,2/10/2024,Feb 2024,ACC000008,Deposit,3328.96,Unknown,Matched,None,NGN,BRC011,User_44,Pending,Incorrect amount,Wire Transfer,2/10/2024
TXN011743,1/15/2024,Jan 2024,ACC000180,Deposit,-2063.58,Payroll,Mismatched,Missing,CAD,BRC004,User_2,Rejected,No Comments,POS,1/15/2024
TXN011744,2/27/2024,Feb 2024,ACC000178,Invoice,6061.49,Payroll,Matched,None,NGN,BRC018,User_19,Approved,No Comments,Unknown,2/27/2024
TXN011745,1/28/2024,Jan 2024,ACC000355,Invoice,4752.31,ERP,Mismatched,Missing,EUR,BRC001,User_30,Approved,Confirmed,Wire Transfer,1/28/2024
TXN011746,3/15/2024,Mar 2024,ACC000241,Payment,11110.88,Bank,Matched,None,USD,BRC014,User_11,Rejected,Duplicate entry,Online,3/15/2024
TXN011747,2/1/2024,Feb 2024,ACC000432,Invoice,-1283.5,CRM,Pending,Duplicate,EUR,BRC018,User_49,Pending,Needs review,Wire Transfer,2/1/2024
TXN011748,2/21/2024,Feb 2024,ACC000213,Deposit,-3153.5,CRM,Matched,None,CAD,BRC020,User_42,Rejected,Incorrect amount,Online,2/21/2024
TXN011749,2/17/2024,Feb 2024,ACC000499,Payment,11122.96,ERP,Pending,None,CAD,BRC002,User_29,Approved,No Comments,ATM,2/17/2024
TXN011750,3/8/2024,Mar 2024,ACC000057,Deposit,9785.78,Payroll,Adjusted,Incorrect Amount,USD,BRC015,User_2,Rejected,Incorrect amount,Online,3/8/2024
TXN011751,1/22/2024,Jan 2024,ACC000277,Unknown,8852.25,General Ledger,Pending,Duplicate,USD,BRC014,User_26,Approved,Urgent,Online,1/22/2024
TXN011752,2/9/2024,Feb 2024,ACC000234,Payment,11295.78,General Ledger,Adjusted,None,CAD,BRC001,User_19,Pending,Urgent,Manual Entry,2/9/2024
TXN011753,2/4/2024,Feb 2024,ACC000295,Deposit,6875.97,Payroll,Pending,Duplicate,GBP,BRC019,User_6,Approved,Incorrect amount,POS,2/4/2024
TXN011754,3/10/2024,Mar 2024,ACC000499,Invoice,588.02,Payroll,Mismatched,Missing,NGN,BRC003,User_13,Pending,No Comments,POS,3/10/2024
TXN011755,3/12/2024,Mar 2024,ACC000433,Withdrawal,10044.48,ERP,Pending,None,EUR,BRC017,User_43,Rejected,Needs review,Online,3/12/2024
TXN011756,1/19/2024,Jan 2024,ACC000476,Withdrawal,9627.04,CRM,Pending,None,GBP,Unknown,User_26,Approved,Incorrect amount,ATM,1/19/2024
TXN011757,4/1/2024,Apr 2024,ACC000269,Transfer,3810.58,Payroll,Mismatched,Missing,EUR,BRC008,User_34,Rejected,Confirmed,Online,
TXN011758,2/12/2024,Feb 2024,ACC000151,Invoice,-259.01,CRM,Pending,None,USD,BRC011,User_28,Pending,Incorrect amount,Wire Transfer,2/12/2024
TXN011759,3/2/2024,Mar 2024,ACC000242,Payment,2112.69,Payroll,Matched,None,EUR,BRC007,User_11,Pending,Needs review,Online,3/2/2024
TXN011760,2/22/2024,Feb 2024,ACC000477,Invoice,3557.69,Payroll,Mismatched,Duplicate,GBP,BRC007,User_37,Approved,Urgent,POS,2/22/2024
TXN011761,3/26/2024,Mar 2024,ACC000399,Unknown,14244.31,ERP,Pending,Missing,EUR,BRC006,User_17,Pending,Duplicate entry,Manual Entry,3/26/2024
TXN011762,1/14/2024,Jan 2024,ACC000452,Deposit,8287.78,Payroll,Matched,None,GBP,BRC002,User_8,Pending,No Comments,ATM,1/14/2024
TXN011763,3/10/2024,Mar 2024,ACC000389,Payment,3113.03,General Ledger,Mismatched,Missing,EUR,BRC018,User_38,Approved,Incorrect amount,Online,3/10/2024
TXN011764,1/14/2024,Jan 2024,ACC000388,Invoice,-593.77,CRM,Adjusted,Missing,EUR,BRC006,User_31,Rejected,Needs review,Wire Transfer,1/14/2024
TXN011765,2/28/2024,Feb 2024,ACC000477,Invoice,13500.86,Payroll,Mismatched,Missing,CAD,BRC020,User_39,Pending,No Comments,Online,2/28/2024
TXN011766,3/20/2024,Mar 2024,ACC000436,Transfer,-1624.88,CRM,Adjusted,Duplicate,CAD,BRC011,User_27,Pending,Duplicate entry,Manual Entry,3/20/2024
TXN011767,3/8/2024,Mar 2024,ACC000039,Deposit,11458.37,General Ledger,Pending,Duplicate,NGN,BRC020,User_3,Rejected,Incorrect amount,ATM,3/8/2024
TXN011768,2/15/2024,Feb 2024,ACC000177,Invoice,11426.15,ERP,Adjusted,Missing,CAD,BRC010,User_37,Rejected,Duplicate entry,Manual Entry,2/15/2024
TXN011769,1/8/2024,Jan 2024,ACC000383,Withdrawal,13127.68,Bank,Adjusted,None,EUR,BRC017,User_45,Pending,No Comments,POS,1/8/2024
